"Method","accuracyGroup","samplingMethod","nUndersample","kOversample","max.depth","eta","nround","nthread","B","mean","lower","upper"
"XGBoost","accuracy.all","none",,,100,0.95,10,10,50,0.940266666666667,0.934025641025641,0.948205128205128
"XGBoost","accuracy.all","none",,,150,0.5,8,10,50,0.940266666666667,0.931794871794872,0.946153846153846
"XGBoost","accuracy.all","none",,,150,0.75,6,4,50,0.940266666666667,0.934076923076923,0.945641025641026
"XGBoost","accuracy.all","none",,,150,0.9,6,4,50,0.940266666666667,0.932153846153846,0.948025641025641
"XGBoost","accuracy.all","none",,,200,0.9,8,2,50,0.940266666666667,0.93225641025641,0.947461538461538
"XGBoost","accuracy.all","none",,,250,0.9,10,4,50,0.940266666666667,0.932307692307692,0.947230769230769
"XGBoost","accuracy.all","none",,,100,0.9,10,8,50,0.94025641025641,0.933564102564103,0.94974358974359
"XGBoost","accuracy.all","none",,,100,0.9,10,12,50,0.94025641025641,0.932769230769231,0.945692307692308
"XGBoost","accuracy.all","none",,,50,0.9,8,10,50,0.940246153846154,0.932538461538462,0.948025641025641
"XGBoost","accuracy.all","none",,,50,0.95,12,10,50,0.940246153846154,0.933333333333333,0.947461538461538
"XGBoost","accuracy.all","none",,,100,0.75,10,8,50,0.940246153846154,0.933282051282051,0.947179487179487
"XGBoost","accuracy.all","none",,,150,0.95,8,6,50,0.940246153846154,0.934076923076923,0.945641025641026
"XGBoost","accuracy.all","none",,,150,0.95,12,4,50,0.940246153846154,0.930435897435897,0.947692307692308
"XGBoost","accuracy.all","none",,,50,0.95,12,2,50,0.940235897435897,0.932538461538462,0.945128205128205
"XGBoost","accuracy.all","none",,,250,0.95,6,12,50,0.940235897435897,0.933846153846154,0.948871794871795
"XGBoost","accuracy.all","none",,,200,0.9,6,4,50,0.940225641025641,0.931923076923077,0.948205128205128
"XGBoost","accuracy.all","none",,,250,0.9,12,6,50,0.940225641025641,0.933564102564103,0.94774358974359
"XGBoost","accuracy.all","none",,,150,0.9,8,8,50,0.940215384615385,0.932538461538462,0.947974358974359
"XGBoost","accuracy.all","none",,,150,0.75,6,2,50,0.940205128205128,0.933051282051282,0.947512820512821
"XGBoost","accuracy.all","none",,,150,0.9,12,6,50,0.940205128205128,0.933846153846154,0.94774358974359
"XGBoost","accuracy.all","none",,,200,0.75,6,2,50,0.940205128205128,0.932307692307692,0.948717948717949
"XGBoost","accuracy.all","none",,,200,0.9,10,8,50,0.940205128205128,0.932769230769231,0.947
"XGBoost","accuracy.all","none",,,50,0.75,12,6,50,0.940194871794872,0.933846153846154,0.945641025641026
"XGBoost","accuracy.all","none",,,50,0.95,8,10,50,0.940194871794872,0.931410256410256,0.946205128205128
"XGBoost","accuracy.all","none",,,200,0.9,10,2,50,0.940194871794872,0.932307692307692,0.947692307692308
"XGBoost","accuracy.all","none",,,200,0.95,6,2,50,0.940194871794872,0.933333333333333,0.947
"XGBoost","accuracy.all","none",,,200,0.95,8,2,50,0.940194871794872,0.933564102564103,0.950538461538462
"XGBoost","accuracy.all","none",,,200,0.95,8,6,50,0.940194871794872,0.933333333333333,0.94825641025641
"XGBoost","accuracy.all","none",,,200,0.95,12,10,50,0.940194871794872,0.93225641025641,0.948487179487179
"XGBoost","accuracy.all","none",,,250,0.5,10,6,50,0.940194871794872,0.934076923076923,0.947974358974359
"XGBoost","accuracy.all","none",,,50,0.75,10,12,50,0.940184615384615,0.932025641025641,0.949051282051282
"XGBoost","accuracy.all","none",,,150,0.95,10,10,50,0.940184615384615,0.932025641025641,0.948076923076923
"XGBoost","accuracy.all","none",,,200,0.95,6,10,50,0.940184615384615,0.934076923076923,0.945641025641026
"XGBoost","accuracy.all","none",,,250,0.75,8,8,50,0.940184615384615,0.932538461538462,0.949
"XGBoost","accuracy.all","none",,,50,0.75,10,4,50,0.940174358974359,0.933333333333333,0.948205128205128
"XGBoost","accuracy.all","none",,,100,0.9,12,6,50,0.940153846153846,0.933282051282051,0.946153846153846
"XGBoost","accuracy.all","none",,,150,0.75,10,12,50,0.940153846153846,0.93025641025641,0.94825641025641
"XGBoost","accuracy.all","none",,,200,0.95,10,8,50,0.94014358974359,0.932205128205128,0.947974358974359
"XGBoost","accuracy.all","none",,,50,0.9,10,12,50,0.94014358974359,0.932487179487179,0.947
"XGBoost","accuracy.all","none",,,50,0.9,12,10,50,0.94014358974359,0.932538461538462,0.945923076923077
"XGBoost","accuracy.all","none",,,200,0.25,12,2,50,0.94014358974359,0.932769230769231,0.948769230769231
"XGBoost","accuracy.all","none",,,250,0.25,12,10,50,0.94014358974359,0.931692307692308,0.946435897435897
"XGBoost","accuracy.all","none",,,250,0.9,8,12,50,0.94014358974359,0.933564102564103,0.946948717948718
"XGBoost","accuracy.all","none",,,250,0.95,8,8,50,0.94014358974359,0.933333333333333,0.94774358974359
"XGBoost","accuracy.all","none",,,250,0.95,10,8,50,0.94014358974359,0.932538461538462,0.948205128205128
"XGBoost","accuracy.all","none",,,200,0.95,8,4,50,0.940133333333333,0.934307692307692,0.950076923076923
"XGBoost","accuracy.all","none",,,250,0.95,8,4,50,0.940133333333333,0.932717948717949,0.946153846153846
"XGBoost","accuracy.all","none",,,100,0.95,8,8,50,0.940123076923077,0.934076923076923,0.946717948717949
"XGBoost","accuracy.all","none",,,150,0.75,10,6,50,0.940123076923077,0.934358974358974,0.946435897435897
"XGBoost","accuracy.all","none",,,200,0.5,8,12,50,0.940123076923077,0.933564102564103,0.946435897435897
"XGBoost","accuracy.all","none",,,250,0.95,12,2,50,0.940123076923077,0.932307692307692,0.949282051282051
"XGBoost","accuracy.all","none",,,100,0.75,6,2,50,0.940112820512821,0.933564102564103,0.945923076923077
